Episode Number,Epsilon Value,Learn Step Counter,Total Reward
460,0.9725184290519099,111465,224.0
461,0.9720310762813519,113470,443.0
462,0.9719909808214126,113635,601.0
463,0.9719239157491152,113911,734.0
464,0.9719086080660748,113974,610.0
465,0.971885039565149,114071,609.0
466,0.9718753207621313,114111,231.0
467,0.9718665739225106,114147,250.0
468,0.9718303725623564,114296,638.0
469,0.9717317367730489,114702,762.0
470,0.9714669759169534,115792,856.0
471,0.9714426895430974,115892,619.0
472,0.9714339465971407,115928,239.0
473,0.9713819762647129,116142,625.0
474,0.9713472499754516,116285,639.0
475,0.9713120392714316,116430,639.0
476,0.9713049972837928,116459,247.0
477,0.9711231374274543,117208,920.0
478,0.9710391388985433,117554,1002.0
479,0.9710318561314006,117584,250.0
480,0.971020689327867,117630,214.0
481,0.9710119501798957,117666,235.0
482,0.9708515036923063,118327,1226.0
483,0.9708422806456767,118365,238.0
484,0.9708345139375265,118397,241.0
485,0.9707995645197446,118541,815.0
486,0.9706575954474096,119126,1242.0
487,0.9706228950543032,119269,639.0
488,0.9705835856181559,119431,635.0
489,0.9705748504041007,119467,232.0
490,0.9705200144673206,119693,701.0
491,0.9704135057271787,120132,983.0
492,0.9701022954692845,121415,812.0
493,0.970078528251221,121513,606.0
494,0.9700576717844617,121599,616.0
495,0.9700477287430398,121640,234.0
496,0.9699851626744841,121898,757.0
497,0.9699778878121342,121928,248.0
498,0.9699694005416858,121963,243.0
499,0.9699609133455005,121998,247.0
500,0.9699521837354714,122034,244.0
501,0.9699434542040083,122070,236.0
502,0.9699199333574914,122167,616.0
503,0.9698709536314712,122369,738.0
504,0.969800882977636,122658,786.0
505,0.969763788798651,122811,637.0
506,0.969595064557721,123507,624.0
507,0.9695713097666641,123605,628.0
508,0.9695604021494196,123650,228.0
509,0.9695366482075812,123748,605.0
510,0.969514106739735,123841,593.0
511,0.9694952013966154,123919,608.0
512,0.9692521309206826,124922,1175.0
513,0.9692436500005799,124957,238.0
514,0.9692354114635376,124991,236.0
515,0.9692235384009841,125040,212.0
516,0.9692165115549236,125069,250.0
517,0.969116687382774,125481,722.0
518,0.9689415353494539,126204,931.0
519,0.9688976917314622,126385,769.0
520,0.9688887294681426,126422,227.0
521,0.9686547710623131,127388,618.0
522,0.968559121114495,127783,993.0
523,0.9685496777079188,127822,222.0
524,0.9685179582214138,127953,595.0
525,0.9683620393624334,128597,715.0
526,0.9683540504075634,128630,240.0
527,0.9683322626838157,128720,619.0
528,0.968291351504852,128889,593.0
529,0.9682313192945642,129137,718.0
530,0.9680928720977898,129709,1242.0
531,0.9680234139173668,129996,1013.0
532,0.9680156697600628,130028,244.0
533,0.9680074416608097,130062,244.0
534,0.9679694481095983,130219,636.0
535,0.9678995148345912,130508,1297.0
536,0.9678905618043664,130545,246.0
537,0.9677524052705369,131116,667.0
538,0.9677272440319488,131220,608.0
539,0.9675663727302947,131885,1221.0
540,0.9675298477845662,132036,776.0
541,0.9675044504562245,132141,602.0
542,0.9674292299000254,132452,1304.0
543,0.9674202812199167,132489,234.0
544,0.9674120581814454,132523,249.0
545,0.9672094065583953,133361,1288.0
546,0.9671138993332928,133756,1297.0
547,0.9670031711172743,134214,703.0
548,0.9669935011327031,134254,232.0
549,0.9669606239084663,134390,640.0
550,0.9669362084579037,134491,613.0
551,0.9666522126250607,135666,608.0
552,0.966602189661153,135873,626.0
553,0.966329404657576,137002,869.0
554,0.9662791568287004,137210,626.0
555,0.9662419557926316,137364,593.0
556,0.9660385832411995,138206,1199.0
557,0.9660303719471125,138240,247.0
558,0.9657980695490723,139202,880.0
559,0.9657649915275154,139339,574.0
560,0.965739157656288,139446,607.0
561,0.9656551419937927,139794,1005.0
562,0.9654412730399384,140680,895.0
563,0.9654202749179774,140767,617.0
564,0.9654135169988601,140795,251.0
565,0.9653876925294526,140902,589.0
566,0.965350525814103,141056,637.0
567,0.9652597871181066,141432,687.0
568,0.9651869127461016,141734,783.0
569,0.9651227299424743,142000,727.0
570,0.9649753186858497,142611,950.0
571,0.9649678401551733,142642,241.0
572,0.9649586730030886,142680,242.0
573,0.9649507121258788,142713,237.0
574,0.9646581351500395,143926,1133.0
575,0.9646496944272287,143961,245.0
576,0.9644427992321862,144819,1295.0
577,0.9643685399863704,145127,1107.0
578,0.9643215281600853,145322,706.0
579,0.9643109206802893,145366,223.0
580,0.964302000844411,145403,233.0
581,0.9641879788602258,145876,689.0
582,0.9641315755062184,146110,759.0
583,0.964070114069693,146365,723.0
584,0.9640450485694433,146469,586.0
585,0.9640204657310609,146571,601.0
586,0.9636185529511951,148239,738.0
587,0.9636098804221599,148275,235.0
588,0.9633995954876201,149148,669.0
589,0.9633921291687527,149179,250.0
590,0.963040073643552,150641,1163.0
591,0.9630328508691812,150671,246.0
592,0.9629924043337668,150839,634.0
593,0.9628568726741605,151402,731.0
594,0.9628236546809097,151540,640.0
595,0.9628022320902401,151629,613.0
596,0.9624968314906225,152898,1474.0
597,0.9624886503013012,152932,239.0
598,0.9624503921330502,153091,598.0
599,0.9624424519490746,153124,245.0
600,0.9624229626843128,153205,623.0
601,0.9624135791049974,153244,242.0
602,0.9623146961775675,153655,1284.0
603,0.9623062759597607,153690,247.0
604,0.9622822186005695,153790,620.0
605,0.9622740392354502,153824,248.0
606,0.9622651382406405,153861,233.0
607,0.9622569590207037,153895,244.0
608,0.962104453360007,154529,717.0
609,0.962096516030015,154562,247.0
610,0.9620719828785851,154664,623.0
611,0.9620638053004619,154698,236.0
612,0.9620549062503074,154735,236.0
613,0.9618269262256973,155683,654.0
614,0.9618168270947286,155725,228.0
615,0.9618074494252071,155764,243.0
616,0.9617838854284074,155862,615.0
617,0.9617593602489573,155964,597.0
618,0.9617401252516958,156044,636.0
619,0.9616355416868219,156479,681.0
620,0.9616280890393203,156510,249.0
621,0.961618713209986,156549,233.0
622,0.9615961154329219,156643,623.0
623,0.961463183942429,157196,963.0
624,0.9613954031687797,157478,1311.0
625,0.9613692054977098,157587,631.0
626,0.9613480556051918,157675,621.0
627,0.9612586543820542,158047,1296.0
628,0.9612478402816687,158092,216.0
629,0.9610104413553867,159080,569.0
630,0.9608213811268019,159867,612.0
631,0.9607995226862867,159958,619.0
632,0.960792076517908,159989,248.0
633,0.9607678168212199,160090,584.0
634,0.9607596503284627,160124,245.0
635,0.9604837117179553,161273,1145.0
636,0.9604745871648939,161311,244.0
637,0.9604589795777113,161376,611.0
638,0.960393190382683,161650,1018.0
639,0.9599423915566903,163528,994.0
640,0.9597998506776275,164122,1252.0
641,0.9597645786768281,164269,638.0
642,0.959699316896237,164541,789.0
643,0.959689000182742,164584,226.0
644,0.9596393375557996,164791,802.0
645,0.9592862552065305,166263,774.0
646,0.9592783411265804,166296,249.0
647,0.9592697076592804,166332,228.0
648,0.9591570000762238,166802,1371.0
649,0.9588657003443835,168017,1125.0
650,0.9588232714705793,168194,808.0
651,0.9588141626916271,168232,246.0
652,0.9588062525064246,168265,245.0
653,0.9587853986946092,168352,635.0
654,0.958758553075927,168464,593.0
655,0.9585967762001587,169139,1239.0
656,0.9585807198366204,169206,608.0
657,0.9585294371335161,169420,625.0
658,0.9583729699553047,170073,951.0
659,0.9583509276277251,170165,623.0
660,0.9583279274785852,170261,608.0
661,0.9583193025649707,170297,248.0
662,0.958065860596904,171355,1743.0
663,0.9579705377742354,171753,1292.0
664,0.9579614370962161,171791,241.0
665,0.9577226949326224,172788,1160.0
666,0.9574236926678705,174037,1127.0
667,0.957307612068137,174522,746.0
668,0.957272431655435,174669,638.0
669,0.9572530470825377,174750,617.0
670,0.9571487121737047,175186,669.0
671,0.9571410550136779,175218,247.0
672,0.9571319622157082,175256,225.0
673,0.957111384097161,175342,640.0
674,0.9570161562401911,175740,1286.0
675,0.957007543132466,175776,230.0
676,0.9569697420763579,175934,745.0
677,0.9569630433107708,175962,249.0
678,0.9569460573653771,176033,617.0
679,0.9569379233574412,176067,241.0
680,0.9569300286511513,176100,237.0
681,0.9569211770882172,176137,240.0
682,0.9569130432917627,176171,242.0
683,0.9568522812351261,176425,715.0
684,0.9568446264465376,176457,247.0
685,0.9565126589193159,177845,566.0
686,0.9564887463987582,177945,594.0
687,0.9564619650854479,178057,585.0
688,0.9564409231510451,178145,650.0
689,0.9564045790819589,178297,637.0
690,0.9563120514034527,178684,1014.0
691,0.9562455900171227,178962,716.0
692,0.956237940082045,178994,241.0
693,0.956230529265799,179025,246.0
694,0.956161205056785,179315,727.0
695,0.9561535557967844,179347,243.0
696,0.9559470489064373,180211,1189.0
697,0.9558985358186644,180414,702.0
698,0.9558748776197136,180513,603.0
699,0.9557045080860933,181226,950.0
700,0.9555062199489577,182056,591.0
701,0.9554708668684316,182204,638.0
702,0.9552291632856599,183216,867.0
703,0.9551618219950293,183498,1304.0
704,0.955153941941517,183531,241.0
705,0.955145106807311,183568,240.0
706,0.955095440546876,183776,592.0
707,0.9550868447255166,183812,236.0
708,0.9550013682673457,184170,1304.0
709,0.9549796422306336,184261,603.0
710,0.9549438311610305,184411,637.0
711,0.9549049179879026,184574,1349.0
712,0.9547948715238824,185035,1280.0
713,0.9547710019474777,185135,596.0
714,0.9546628802404843,185588,1510.0
715,0.9546547656394739,185622,248.0
716,0.9544824659832256,186344,928.0
717,0.9543173547784801,187036,613.0
718,0.9542918271274791,187143,578.0
719,0.954282045685157,187184,218.0
720,0.9540506603167327,188154,649.0
721,0.9539843560916422,188432,1016.0
722,0.9539233030389307,188688,728.0
723,0.9538515230021528,188989,1032.0
724,0.953827200095391,189091,584.0
725,0.9538190925976325,189125,241.0
726,0.9537547119736962,189395,789.0
727,0.9537139398261681,189566,764.0
728,0.9535968786101849,190057,996.0
729,0.9535739925568681,190153,617.0
730,0.9535518222164979,190246,649.0
731,0.9534424084089438,190705,1292.0
732,0.9533835351505876,190952,794.0
733,0.9533744780488916,190990,247.0
734,0.9533558874255024,191068,625.0
735,0.9531278242840376,192025,556.0
736,0.9529917749808453,192596,729.0
737,0.9529841510761871,192628,251.0
738,0.9529477001249759,192781,637.0
739,0.9529274501989702,192866,650.0
740,0.9527437911106745,193637,916.0
741,0.9527164001169995,193752,591.0
742,0.9526863900193019,193878,592.0
743,0.9525677879320357,194376,992.0
744,0.9523972935363637,195092,700.0
745,0.9523889600954614,195127,240.0
746,0.9522939640228121,195526,723.0
747,0.9522868218439714,195556,246.0
748,0.9522768228835855,195598,240.0
749,0.9522675382286632,195637,229.0
750,0.9522606343131739,195666,248.0
751,0.952250873690474,195707,228.0
752,0.9522418273490122,195745,239.0
753,0.9521499404347892,196131,696.0
754,0.9520197428166093,196678,1270.0
755,0.951841255826174,197428,923.0
756,0.9518322133760637,197466,236.0
757,0.9518236469236203,197502,225.0
758,0.9517972341805915,197613,607.0
759,0.9517884300957925,197650,236.0
760,0.9517351314294137,197874,623.0
761,0.9517256141244951,197914,234.0
762,0.9517172865607626,197949,248.0
763,0.9516083211562043,198407,1268.0
764,0.9512788837709163,199792,1085.0
765,0.9512691332111093,199833,222.0
766,0.9512615230875319,199865,240.0
767,0.9512522483317356,199904,225.0
768,0.9512436870989549,199940,237.0
769,0.9512061137106916,200098,812.0
770,0.9511987418909538,200129,246.0
771,0.9511480919001778,200342,704.0
772,0.951080800544715,200625,1038.0
773,0.9509704815566711,201089,979.0
